major_theme,mid_level_theme,level,connection_type,reference,description,testament,genre
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 136,His love endures,Old Testament,Poetry
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 138,Thankful promise,Old Testament,Poetry
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 144,Deliverance,Old Testament,Poetry
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 146,Thankful praise,Old Testament,Poetry
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 147,Thankful rebuilding,Old Testament,Poetry
Psalms & Poetry,Thanksgiving Psalms,FINE_GRAINED,Direct Reference,Psalm 149,Victory praise,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,MID_LEVEL,,,Creation Psalms - 24 passages,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 8,Man's place,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 19,Creation sings,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 24,Creation's King,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 29,Voice in storm,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 33,Creation by word,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 65,Creation's bounty,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 74,Creation power,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 89,Creation order,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 90,Creation limits,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 93,Creation's majesty,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 95,Creation's worship,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 96,Creation rejoices,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 97,Creation trembles,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 98,Creation sings,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 99,Creation's king,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 104,Creation details,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 107,Creation cares,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 113,Creation's high,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 114,Creation's power,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 136,Creation's love,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 138,Creation's king,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 146,Creation's creator,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 147,Creation's provision,Old Testament,Poetry
Psalms & Poetry,Creation Psalms,FINE_GRAINED,Direct Reference,Psalm 148,All creation praise,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,MID_LEVEL,,,Messianic Psalms - 24 passages,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 2,Son reigns,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 8,Son of man,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 16,Resurrection,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 22,Suffering,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 40,Willings,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 41,Betrayed,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 45,Messiah's marriage,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 68,Ascension,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 69,Zeal,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 72,Reign,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 78,Shepherd,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 89,Davidic throne,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 94,Vengeance,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 95,Rest,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 96,Reign,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 102,Preexistence,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 106,Intercession,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 109,Betrayal,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 110,Priest-king,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 118,Cornerstone,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 132,Throne,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 138,Promise,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 140,Violent men,Old Testament,Poetry
Psalms & Poetry,Messianic Psalms,FINE_GRAINED,Direct Reference,Psalm 142,Spirit,Old Testament,Poetry
Prophets - Isaiah,Isaiah's Call,MID_LEVEL,,,Isaiah's Call - 4 passages,Old Testament,Prophecy
Prophets - Isaiah,Isaiah's Call,FINE_GRAINED,Direct Reference,Isaiah 6,Vision and call,Old Testament,Prophecy
Prophets - Isaiah,Isaiah's Call,FINE_GRAINED,Direct Reference,Isaiah 1:1,Historical setting,Old Testament,Prophecy
Prophets - Isaiah,Isaiah's Call,FINE_GRAINED,Direct Reference,John 12:37-41,Isaiah's blindness,New Testament,Gospel
Prophets - Isaiah,Isaiah's Call,FINE_GRAINED,Direct Reference,Acts 8:26-40,Ethiopian on Isaiah 53,New Testament,General
Prophets - Isaiah,Judgment on Israel,MID_LEVEL,,,Judgment on Israel - 13 passages,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 1,Rebels nation,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 2-4,Day of Lord,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 5,Vineyard song,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 7,Immanuel sign,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 8-9,Assyrian threat,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 10,Woe to Assyria,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 11,Branch from Jesse,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 12,Thanksgiving,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 13-23,Oracles against nations,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 24-27,Apocalypse,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 28-33,Woes to Judah,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 34-35,Edom/judgment salvation,Old Testament,Prophecy
Prophets - Isaiah,Judgment on Israel,FINE_GRAINED,Direct Reference,Isaiah 36-39,Hezekiah's reign,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,MID_LEVEL,,,Suffering Servant - 11 passages,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Isaiah 42:1-4,First servant song,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Isaiah 49:1-6,Second servant song,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Isaiah 50:4-9,Third servant song,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Isaiah 52:13-53:12,Fourth servant song,Old Testament,Prophecy
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Matthew 8:17,Took our infirmities,New Testament,Gospel
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Luke 22:37,Numbered with transgressors,New Testament,Gospel
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,John 12:38,Not believed,New Testament,Gospel
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Acts 8:32-35,Interpretation,New Testament,General
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Romans 10:16,Not obeyed,New Testament,Epistle
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,Romans 15:21,Gentiles will hear,New Testament,Epistle
Prophets - Isaiah,Suffering Servant,FINE_GRAINED,Direct Reference,1 Peter 2:21-25,Suffering example,New Testament,General
Prophets - Isaiah,Redemption Promise,MID_LEVEL,,,Redemption Promise - 18 passages,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 40-55,Deutero-Isaiah,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 40:1-11,Comfort my people,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 40:12-31,Creator's majesty,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 41,God's servants,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 42,Servant and light,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 43,Redeemed people,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 44,Only God,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 45,Cyrus as instrument,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 46,Babylon's gods,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 47,Babylon's fall,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 48,Stubborn Israel,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 49,Servant mission,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 50,Servant's faith,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 51,Listen to me,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 52,Awake awake,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 53,Suffering servant,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 54,Barren woman,Old Testament,Prophecy
Prophets - Isaiah,Redemption Promise,FINE_GRAINED,Direct Reference,Isaiah 55,Seek the Lord,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,MID_LEVEL,,,Restoration Hope - 11 passages,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 56-66,Trito-Isaiah,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 56,All peoples welcome,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 57,False gods,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 58,True fasting,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 59,Sin separates,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 60,Glory of Zion,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 61,Year of Jubilee,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 62,Watchmen on walls,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 63,Divine warrior,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 64,Form us,Old Testament,Prophecy
Prophets - Isaiah,Restoration Hope,FINE_GRAINED,Direct Reference,Isaiah 65-66,New heavens,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,MID_LEVEL,,,Jeremiah's Call - 7 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 1,Call and commission,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 1:5,Before formed,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 1:7-8,Don't fear,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 1:10,Overthrow nations,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 1:17-19,Jerusalem's sin,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Jeremiah 20:7-9,Decieved by Lord,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jeremiah's Call,FINE_GRAINED,Direct Reference,Acts 7:51-53,Stephen on prophets,New Testament,General
Prophets - Jeremiah & Lamentations,Temple Sermon,MID_LEVEL,,,Temple Sermon - 6 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 7,Temple sermon,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 7:1-15,Trust in temple,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 7:16-20,Don't pray,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 7:21-26,Obey voice,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 7:30-34,High places,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Temple Sermon,FINE_GRAINED,Direct Reference,Jeremiah 26,Temple sermon threatened,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Covenant & Law,MID_LEVEL,,,Covenant & Law - 5 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Covenant & Law,FINE_GRAINED,Direct Reference,Jeremiah 11,Broken covenant,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Covenant & Law,FINE_GRAINED,Direct Reference,Jeremiah 31:31-34,New covenant,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Covenant & Law,FINE_GRAINED,Direct Reference,Jeremiah 33:20-26,Covenant sure,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Covenant & Law,FINE_GRAINED,Direct Reference,Hebrews 8-10,Better covenant,New Testament,General
Prophets - Jeremiah & Lamentations,Covenant & Law,FINE_GRAINED,Direct Reference,Luke 22:20,New covenant,New Testament,Gospel
Prophets - Jeremiah & Lamentations,False Prophets,MID_LEVEL,,,False Prophets - 10 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 2:8,False prophets,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 5:30-31,Terrible things,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 6:14,Peace peace,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 14:14-16,Lying prophets,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 23,False shepherds,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 27-28,Hananiah,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 28,Yoke broken,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Jeremiah 29,False dreams,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,Matthew 7:15,False prophets,New Testament,Gospel
Prophets - Jeremiah & Lamentations,False Prophets,FINE_GRAINED,Direct Reference,2 Peter 2,False teachers,New Testament,General
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,MID_LEVEL,,,Jerusalem's Fall - 17 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 4,Disaster from north,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 6,Enemy from north,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 8-9,Mourning,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 10,Idols folly,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 12,Why wicked prosper,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 13,Linen sash,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 15-17,Intercession,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 18,Potter's house,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 19,Broken flask,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 20,Persecution,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 22,Kings judged,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 24,Two baskets,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 25,Seventy years,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 34,Covenant broken,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 36,Scroll burned,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 37-39,Fall and exile,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Jerusalem's Fall,FINE_GRAINED,Direct Reference,Jeremiah 52,Jerusalem falls,Old Testament,Prophecy
Prophets - Jeremiah & Lamentations,Lamentations,MID_LEVEL,,,Lamentations - 5 passages,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Lamentations,FINE_GRAINED,Direct Reference,Lamentations 1,Jerusalem sits,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Lamentations,FINE_GRAINED,Direct Reference,Lamentations 2,Lord's anger,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Lamentations,FINE_GRAINED,Direct Reference,Lamentations 3,Hope in suffering,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Lamentations,FINE_GRAINED,Direct Reference,Lamentations 4,Children suffer,Old Testament,Poetry
Prophets - Jeremiah & Lamentations,Lamentations,FINE_GRAINED,Direct Reference,Lamentations 5,Prayer for restoration,Old Testament,Poetry
Prophets - Ezekiel,Ezekiel's Call,MID_LEVEL,,,Ezekiel's Call - 6 passages,Old Testament,Prophecy
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Ezekiel 1,Vision of God,Old Testament,Prophecy
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Ezekiel 2-3,Commission,Old Testament,Prophecy
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Ezekiel 3:16-21,Watchman,Old Testament,Prophecy
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Daniel 10:5-9,Similar vision,Old Testament,General
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Revelation 1:12-16,Similar vision,New Testament,Apocalypse
Prophets - Ezekiel,Ezekiel's Call,FINE_GRAINED,Direct Reference,Revelation 4,Similar vision,New Testament,Apocalypse
Prophets - Ezekiel,Signs & Symbols,MID_LEVEL,,,Signs & Symbols - 6 passages,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Ezekiel 4,Siege sign,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Ezekiel 5,Shaved hair,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Ezekiel 12,Exile sign,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Ezekiel 24,No mourning,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Hosea 12:10,Spoke in visions,Old Testament,Prophecy
Prophets - Ezekiel,Signs & Symbols,FINE_GRAINED,Direct Reference,Jeremiah 28:9,Prophet's signs,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,MID_LEVEL,,,Temple Vision - 9 passages,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8-11,Temple abominations,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8:3,Image of jealousy,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8:5,Image at gate,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8:10,Carved images,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8:14,Tammuz,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 8:16,Sun worship,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 9,Mark with tau,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 10,Glory departs,Old Testament,Prophecy
Prophets - Ezekiel,Temple Vision,FINE_GRAINED,Direct Reference,Ezekiel 11,Jerusalem's judgment,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,MID_LEVEL,,,Responsibility - 7 passages,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Ezekiel 18,Individual responsibility,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Ezekiel 18:4,Soul that sins,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Ezekiel 18:20,Father/son,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Ezekiel 18:30-32,Repentance,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Deuteronomy 24:16,Children not die,Old Testament,Narrative
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Jeremiah 31:29-30,Individual sin,Old Testament,Prophecy
Prophets - Ezekiel,Responsibility,FINE_GRAINED,Direct Reference,Daniel 9:4-19,Corporate confession,Old Testament,General
Prophets - Ezekiel,Shepherd Kings,MID_LEVEL,,,Shepherd Kings - 8 passages,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Ezekiel 34,False shepherds,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Ezekiel 34:2-4,Self-serving,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Ezekiel 34:5-6,Sheep scattered,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Ezekiel 34:11-16,Lord as shepherd,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Ezekiel 34:23-24,David as prince,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,Jeremiah 23:1-8,Righteous shepherds,Old Testament,Prophecy
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,John 10,Good shepherd,New Testament,Gospel
Prophets - Ezekiel,Shepherd Kings,FINE_GRAINED,Direct Reference,1 Peter 2:25,Shepherd bishop,New Testament,General
Prophets - Ezekiel,Dry Bones,MID_LEVEL,,,Dry Bones - 6 passages,Old Testament,Prophecy
